City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
293,Kaeo,NZ,-35.1,173.7833,73.33,64,75,4.34,broken clouds
294,Matara,LK,5.9485,80.5353,72.97,88,94,9.35,overcast clouds
295,Tuatapere,NZ,-46.1333,167.6833,63.82,50,46,1.66,scattered clouds
296,Bakchar,RU,57.0186,82.0711,15.94,95,100,7.65,overcast clouds
297,Vityazevo,RU,44.9931,37.2719,32.43,74,20,22.37,few clouds
298,Plymouth,US,41.8334,-70.8328,31.71,92,100,10.36,mist
299,Coihaique,CL,-45.5752,-72.0662,76.95,33,0,9.22,clear sky
300,San Rafael,AR,-34.6177,-68.3301,84.18,18,24,12.15,few clouds
301,Tonk,IN,26.1667,75.7833,58.05,35,0,6.31,clear sky
302,Qingdao,CN,36.0986,120.3719,33.96,86,98,16.55,light snow
303,Ampanihy,MG,-24.7,44.75,74.75,85,0,5.46,clear sky
304,Husavik,IS,66.0449,-17.3389,4.91,77,72,15.12,broken clouds
305,Hualmay,PE,-11.0964,-77.6139,73.67,75,9,10.65,clear sky
306,Teya,RU,60.3778,92.6267,-20.76,100,18,3.51,few clouds
307,Krasnoselkup,RU,65.7,82.4667,-2.49,94,68,13.47,broken clouds
308,Chara,RU,56.9064,118.2631,-25.83,83,62,0.83,broken clouds
309,Madimba,TZ,-10.4,40.3333,77.61,91,61,4.43,light rain
310,Mehran,IR,33.1222,46.1646,51.28,43,0,1.88,clear sky
311,Erzurum,TR,40.0,41.5,10.08,91,100,5.28,overcast clouds
312,Kamaishi,JP,39.2667,141.8833,23.95,57,89,5.32,overcast clouds
313,Campbell River,CA,50.0163,-125.2446,45.59,81,75,3.44,broken clouds
314,Belmonte,BR,-15.8631,-38.8828,79.3,87,100,6.91,overcast clouds
315,Astoria,US,46.1879,-123.8313,61.88,81,0,11.5,clear sky
316,Taoudenni,ML,22.6783,-3.9836,62.38,25,0,11.07,clear sky
317,Nome,US,64.5011,-165.4064,-5.73,59,0,0.0,clear sky
318,Merrill,US,45.1805,-89.6835,11.17,53,0,4.61,clear sky
319,Nisshin,JP,35.1658,136.964,42.48,84,100,6.51,overcast clouds
320,Tilichiki,RU,60.4667,166.1,-16.26,93,7,9.91,clear sky
321,Maniitsoq,GL,65.4167,-52.9,1.67,85,100,9.13,light snow
322,Norman Wells,CA,65.282,-126.8329,-2.52,93,100,6.71,overcast clouds
323,Saldanha,ZA,-33.0117,17.9442,66.25,90,0,18.92,clear sky
324,Omegna,IT,45.8798,8.408,40.77,64,12,3.33,few clouds
325,Adrar,MR,20.5022,-10.0711,63.18,21,78,11.63,broken clouds
326,Manzhouli,CN,49.6,117.4333,-21.03,99,51,4.94,broken clouds
327,Bad Bevensen,DE,53.0833,10.5833,44.69,71,100,13.11,overcast clouds
328,Monkey Bay,MW,-14.0728,34.9201,72.43,90,100,3.02,moderate rain
329,Issia,CI,6.4922,-6.5856,74.17,86,74,4.34,broken clouds
330,Ambon,ID,-3.6954,128.1814,77.14,94,40,3.44,scattered clouds
331,Hambantota,LK,6.1241,81.1185,75.61,82,94,13.4,overcast clouds
332,Buala,SB,-8.145,159.5921,82.02,79,93,8.63,light rain
